成都奥特为通讯有限公司,高级软件工程师,成都-高新区,03-22,1.5-2万/月
捷信消费金融有限公司,IT Senior Engineer-SRE(J23469),天津,03-21,1.5-2.5万/月
明略科技集团,软件测试工程师,成都-高新区,03-21,0.6-1.2万/月
长沙知介信息科技有限公司,Web前端开发工程师—湖南OPPO,异地招聘,03-21,0.7-1万/月
深圳华大基因科技有限公司,生化开发中/高级工程师-蛋白计算方向,深圳,03-21,1-2万/月
广州市方巨网络科技有限公司,高级运维研发工程师,广州,03-20,1.5-2万/月
阅文集团,Web开发,上海-浦东新区,03-20,1.5-3万/月
佛山市冠恒网络科技有限公司,后端工程师,佛山-禅城区,03-20,6-8千/月
深圳市鼎驰科技发展有限公司,自动化测试,深圳,03-20,1-1.5万/月
海口麦迪逊文化传媒股份有限公司,PHP开发工程师,海口,03-20,4.5-6千/月
杭州控客信息技术有限公司,软件测试工程师,杭州-江干区,03-20,1-1.5万/月
泽西骏通（成都）通讯有限公司,高级软件工程师（EMS）,成都-武侯区,03-20,1-1.5万/月
湖北创享信息技术有限公司,软件测试工程师,荆门,03-20,3-5千/月
北京南天软件有限公司,Java开发工程师(集成2038),北京,03-20,1-1.6万/月
昆明新晟时创建设有限公司,系统安全工程师,异地招聘,03-20,4.5-6千/月
武汉益模科技股份有限公司,高级测试工程师,武汉-东湖新技...,03-19,0.8-1.2万/月
上海汉得信息技术股份有限公司,大数据开发工程师（管培生）,上海-青浦区,03-19,1.5-2.5万/月
西人马（厦门）科技有限公司,初级测试工程师,泉州,03-19,无
网易有道信息技术（北京）有限公司,运维开发工程师,北京,03-19,无
贵州自由客网络技术有限公司,Web前端开发工程师,北京-海淀区,03-19,2-2.5万/月
南京问持新能源科技有限公司,软件测试实习生 (面向2020年毕业生),南京-雨花台区,03-19,4.5-6千/月
杭州安恒信息技术股份有限公司,[20届校招]工具链开发工程师（杭州）,杭州,03-19,0.7-1万/月
扬子江药业集团有限公司,开发工程师(J12689),泰州,03-19,0.6-2万/月
奥的斯高速电梯（上海）有限公司,Software Engineer - Cloud,上海-长宁区,03-19,20-30万/年
深圳市中娱云科技有限公司,DevOps Engineer,深圳-南山区,03-19,1-1.5万/月
南京绛门信息科技股份有限公司,软件测试工程师,南京-雨花台区,03-19,0.6-1.2万/月
上海咔咕环保科技有限公司,高级开发工程师（Rails ）,上海-浦东新区,03-19,2-2.5万/月
神州专车,高级运维开发工程师,天津,03-19,1.8-2.5万/月
深圳联想懂的通信有限公司,系统运维工程师,南京-玄武区,03-18,1-1.5万/月
上海兆芯集成电路有限公司,CPUXA-10 X86处理器软硬件系统工程师（西安）,西安,03-18,1.5-2.5万/月
深圳绿米联创科技有限公司,测试工程师（固件、APP）,深圳-南山区,03-18,1-1.5万/月
深信服科技股份有限公司,安全开发工程师,北京-西城区,03-18,2-3.5万/月
广东何氏水产有限公司,技术经理,佛山,03-18,0.8-1万/月
北京北清视通信息技术有限公司,高级C++软件研发工程师,北京,03-18,1-1.5万/月
深圳市九二六供应链网络有限公司,iOS开发工程师,深圳-南山区,03-18,1.5-2万/月
浙江盘石信息技术股份有限公司,Java开发工程师,杭州-拱墅区,03-17,1.5-2万/月
诚迈科技（北京分公司）—北京诚迈创通科技有限公司,系统支持工程师（成都）,成都,03-17,10-25万/年
北京三快在线科技有限公司,测试开发工程师,北京-朝阳区,03-17,3-5千/月
浙江汇仓云品共享贸易有限公司,运维工程师（分公司）,杭州-滨江区,03-17,0.8-1.5万/月
中国东方航空股份有限公司,2020信息-DevOps平台工程师,上海-闵行区,03-16,2-3万/月
杭州高新区人才开发中心,博克软件（杭州）有限公司-初级软件测试工程师,异地招聘,03-16,6-9千/月
北京禾迅科技有限公司,后端开发工程师,北京-昌平区,03-16,0.6-1.5万/月
苏州万禾网络科技有限公司,软件测试工程师,苏州,03-16,4.5-6千/月
北京慧博融信科技有限公司,Devops,广州-天河区,03-16,2-2.5万/月
杭州市地铁集团有限责任公司运营分公司,中高级前端开发工程师,杭州-江干区,03-16,0.8-1万/月
慧择（成都）网络科技有限公司,DBA运维,成都,03-16,1.5-2万/月
山东科奥互联网科技有限公司,Web前端开发工程师,济南-高新区,03-16,0.8-1万/月
亚信科技（中国）有限公司,Web前端开发工程师,北京-海淀区,03-16,1.2-2万/月
亚信科技CMC,软件测试工程师（厦门）,厦门,03-16,1-1.5万/月
亚信科技OBC,互联网运维工程师,异地招聘,03-16,1.5-2万/月
亚信国际AII,互联网运维工程师,武汉-江汉区,03-16,1.2-1.8万/月
亚信科技（南京）有限公司,Web前端开发工程师,南京,03-16,1-2万/月
亚信科技PRD,Web前端开发工程师,南京,03-16,1-2万/月
亚信科技QMC,自动化测试工程师,贵阳,03-16,1-1.5万/月
亚信科技IDC,测试工程师,上海-杨浦区,03-16,1.5-2.8万/月
深圳市创客工场科技有限公司,软件测试工程师,深圳,03-16,1.2-2万/月
科大讯飞股份有限公司,测试开发工程师（语记）-消费者事业群-合肥,合肥-蜀山区,03-16,0.8-1.5万/月
北京中科信软科技有限公司,周末软件技术培训师,北京-海淀区,03-15,1600元/天
阿自倍尔信息技术中心（大连）有限公司,前端开发工程师,大连,03-15,0.5-1.3万/月
大圣科技股份有限公司,Web前端开发工程师（数字化产品）,广州-海珠区,03-15,1-2万/月
亚马逊（中国）投资管理有限公司,软件开发工程,北京,03-15,无
广州邓盛柏资讯科技顾问有限公司,IT开发专家（DevOps）,北京-朝阳区,03-15,4-5万/月
上海共志通信信息技术发展有限公司,中级/高级AI工程师/顾问,上海-浦东新区,03-15,1.5-3.5万/月
Green Dot Corporation,Sr. QA Engineer,上海-浦东新区,03-14,1.5-2万/月
上海燧原科技有限公司,IC设计-DTE,上海-浦东新区,03-14,3-7万/月
武汉导航与位置服务工业技术研究院有限责任公司,产品运维工程师,武汉-东湖新技...,03-14,5-8千/月
北京汉克时代科技有限公司,软件测试工程师,深圳,03-14,1.2-1.8万/月
杭州鸿泉物联网技术股份有限公司,持续集成专家,杭州-西湖区,03-14,1.5-3万/月
嘉兴海视嘉安智城科技有限公司,高级web前端开发工程师,嘉兴,03-14,19-26万/年
奇酷互联网络科技（深圳）有限公司,测试工程师,北京-朝阳区,03-14,1.2-1.8万/月
北京合众思壮科技股份有限公司,运维工程师,郑州,03-14,5.5-9千/月
深圳原游科技有限公司,Java资深开发工程师,深圳-南山区,03-14,2.5-6万/月
湖北爱酷士网络科技有限公司,测试工程师,襄阳,03-13,6-8千/月
大连亿达信息技术有限公司深圳分公司,Web前端开发工程师,深圳,03-13,1.2-1.8万/月
杭州九划网络科技有限公司,运维工程师,杭州-萧山区,03-13,4-6千/月
影石创新科技股份有限公司,测试主管/经理,深圳-宝安区,03-13,2-4万/月
上海郡码智能科技有限公司,配置管理工程师,上海-徐汇区,03-13,1.5-2万/月
江苏金盾检测技术有限公司,（应届生专用）渗透测试工程师,南京,03-13,4-4.5千/月
广州海运（集团）房地产开发有限公司,区块链研发经理,广州-海珠区,03-13,1.5-3万/月
芜湖泰和管业股份有限公司,后端开发工程师（小程序,芜湖,03-13,10-15万/年
思爱普（中国）有限公司,Senior IOS Developer,上海,03-13,45-55万/年
SAP Cloud Platform Project,Mobile Architect - SuccessFactors,上海,03-13,6-8万/年
大连环宇软件科技有限公司,对日软件工程师,异地招聘,03-12,0.6-3万/月
深圳市珍爱网信息技术有限公司,高级软件测试工程师,深圳-南山区,03-12,1-1.5万/月
安徽至博光电科技股份有限公司,Web前端开发工程师,合肥-高新区,03-12,0.8-1.5万/月
无锡市人力资源市场,物联网安全工程师,无锡,03-11,1.5-2万/月
中国联合网络通信有限公司深圳市分公司,Web前端开发工程师,深圳-福田区,03-11,1.8-3万/月
广东慧信环保有限公司,前端开发工程师,江门,03-11,0.7-1万/月
迪昆集团,年薪30万IT项目经理（英语好）,广州-荔湾区,03-11,1.5-2万/月
乐鑫信息科技（上海）股份有限公司,IC 版图设计工程师,上海-浦东新区,03-11,1.5-3万/月
梅州客商银行股份有限公司,信息科技部应用运维岗,广州-天河区,03-11,20-50万/年
返利网,高级运维架构师,上海,03-11,1.7-2.7万/月
北京网御星云信息技术有限公司,安全攻防工程师,北京-海淀区,03-11,1.5-2万/月
上海予御计算机科技有限公司,Web开发工程师,大连,03-10,2-2.5万/月
嘉宏国际运输代理有限公司深圳分公司,Project Manager,深圳-福田区,03-10,3-4万/月
宝能汽车有限公司,智能座舱软件配置管理专家,深圳,03-10,无
中唐通信服务有限公司,网络安全研发工程师,成都-武侯区,03-10,1.2-2万/月
深圳市维海德技术股份有限公司,高级测试工程师,深圳-宝安区,03-10,1-1.5万/月
上海致维网络科技有限公司,后台开发工程师,上海-嘉定区,03-10,0.7-1.2万/月
CVTE,应用软件测试工程师(J11686),广州-黄埔区,03-10,1.5-2万/月
广州雍圆信息技术有限公司,软件测试工程师,南宁,03-10,6-8千/月
杭州云之鼎数据科技有限公司,测试工程师,杭州-余杭区,03-09,0.8-1.3万/月
江苏中科智睿物联网科技有限公司,移动端开发工程师,无锡-无锡新区,03-09,0.8-1.2万/月
中电智能科技有限公司,配置管理员（研发管理部）,北京-昌平区,03-09,0.9-1.2万/月
中建电子商务有限责任公司,高级（资深）JAVA工程师,成都,03-09,1.5-2.5万/月
灵感科技创新发展有限公司,区块链研发经理,广州,03-09,1.5-3万/月
深圳市迈康信医用机器人有限公司,前端设计工程师,深圳-龙岗区,03-09,1-1.5万/月
武汉迈威通信股份有限公司,初级软件测试工程师,武汉-东湖新技...,03-08,6-8万/年
北京用友政务软件股份有限公司,高级测试开发工程师,北京-海淀区,03-08,1.5-2万/月
上海适坦迪教育科技有限公司,Java/Python/C++/Ruby/PHP/Objective-C在线培训讲师,异地招聘,03-08,200元/小时
济南海文尚投软件有限公司,软件开发项目经理,济南-高新区,03-07,0.8-1.6万/月
上海复歌信息科技有限公司,大数据开发工程师,上海,03-07,1-2万/月
上海贤房信息技术有限公司,服务器工程师,上海-黄浦区,03-06,0.8-1.5万/月
富士康科技集团iDPBG,H5技术开发工程师,深圳-龙华新区,03-06,6-8千/月
江苏睿越竞智信息技术有限公司,软件工程师,南京-玄武区,03-06,0.8-2万/月
武汉枫景酒店管理服务有限公司,酒店开发总监/开发经理,武汉-青山区,03-06,0.6-1.2万/月
成都火龙果科技有限公司,游戏运维工程师,成都,03-06,1.2-1.5万/月
上海吉贝克信息技术有限公司,软件测试工程师,深圳,03-06,0.8-1.5万/月
招联消费金融有限公司,高级业务运维工程师,深圳-南山区,03-05,30-40万/年
湖南长城科技信息有限公司,前端架构师,长沙,03-05,0.8-1万/月
中国电子科技集团公司第三十二研究所,Linux测试工程师,上海-嘉定区,03-05,无
深圳市布雷泽科技有限公司,软件测试工程师,深圳-南山区,03-05,0.7-1.1万/月
同程艺龙实习生,大数据开发工程师（苏州）,苏州,03-05,无
京东商城,京东新通路高级测试工程师,武汉,03-05,1.3-3万/月
大连慧习教育科技有限公司,Java开发工程师,大连-高新园区,03-05,2.5-3万/月
源讯信息技术（中国）有限公司,大数据平台运维Owner,上海-青浦区,03-04,1.5-2万/月
快扣（上海）贸易有限公司,IT DevOps Engineer-IT dept.,上海-长宁区,03-04,1-2万/月
湖北蚂蚁云服信息科技有限公司,web测试工程师,襄阳,03-03,4-8千/月
杭州悠书网络科技有限公司,运维工程师,杭州-西湖区,03-03,0.8-1.4万/月
上汽通用五菱汽车股份有限公司,运维开发工程师,柳州,03-03,10-30万/年
北京中油瑞飞信息技术有限责任公司,信息安全-渗透测试工程师（工控方向）-02,北京-昌平区,03-02,0.8-1.1万/月
北京金信润天信息技术股份有限公司,系统运维工程师,北京-顺义区,03-02,1-1.5万/月
商安信（上海）企业发展股份有限公司,运维工程师,上海-宝山区,03-02,0.8-1.2万/月
湖霄信息技术（上海）有限公司,Senior Android Developer,上海-浦东新区,03-02,1.5-2万/月
深圳市易二三科技有限公司,运维工程师,深圳-南山区,03-02,1.5-2万/月
遨为（上海）数字技术有限公司,软件测试工程师,上海-浦东新区,03-02,0.6-1万/月
凯步购科技（福州）有限公司,初级软件工程师,上海,03-02,1-1.8万/月
深圳市脉山龙信息技术股份有限公司,SRE运维开发,深圳-南山区,03-02,1.5-1.8万/月
滴滴,高级/资深前端开发工程师(J190423011),杭州-余杭区,02-29,2.5-3万/月
朗新科技股份有限公司,测试工程师(J11117),异地招聘,02-29,0.5-1万/月
中科汇能科技有限公司,代码审计工程师,广州-天河区,02-29,1-1.8万/月
北京致趣科技有限公司,软件测试工程师,北京-朝阳区,02-28,1-2万/月
深圳科安达电子科技股份有限公司,网络信息安全服务工程师,深圳-福田区,02-28,0.7-1.4万/月
中电（福建）健康医疗大数据运营服务有限公司,测试工程师,福州-长乐市,02-28,0.8-1.6万/月
杭州翰禹信息技术有限公司,App测试工程师,杭州-萧山区,02-28,0.8-1万/月
广州闪聘网络科技股份有限公司,技术Leader,广州-天河区,02-28,1.5-3万/月
南京集成电路产业服务中心(ICisC),软件开发工程师（前端开发工程师）-赫锐咨询,南京-浦口区,02-28,0.8-1万/月
上海云逐信息技术有限公司,大数据开发工程师,上海-浦东新区,02-27,2-2.5万/月
深圳市诺安环境安全股份有限公司,物联网工程师,深圳-龙华新区,02-27,1-1.5万/月
武汉迈异信息科技有限公司,云服务运维工程师-研发中心,武汉,02-27,0.6-1.2万/月
威海无界共享健康管理有限公司,运维工程师,威海,02-27,0.5-1万/月
哔哩哔哩,高级测试工程师,上海-杨浦区,02-27,1-1.5万/月
上海烟草机械有限责任公司,物联网工程师,上海-浦东新区,02-27,15-20万/年
广州易热捷信息技术有限公司,Web前端开发工程师,广州-天河区,02-26,0.8-1.2万/月
日海智能科技股份有限公司,Java开发工程师,异地招聘,02-26,1.5-3万/月
浙江华和万润信息科技有限公司,安全运维工程师,宁波-鄞州区,02-26,0.5-1.5万/月
武汉光庭信息技术股份有限公司,高级软件测试工程师,武汉-东湖新技...,02-26,0.4-1万/月
北京瑞达恒建筑咨询有限公司上海分公司,技术经理/研发经理,上海,02-26,4-6万/月
英伟达半导体（上海）有限公司(NVIDIA),资深IC验证工程师 Senior Verification Engineer,上海,02-25,30-60万/年
成都陌云科技有限公司,DBA,异地招聘,02-25,1.5-2万/月
上海众万网络科技有限公司,对日软件开发工程师,异地招聘,02-25,1-4万/月
智动时代（北京）科技有限公司,软件测试工程师,北京-大兴区,02-25,0.8-1.2万/月
深圳市信锐网科技术有限公司,软件测试工程师（物联网）,深圳,02-25,1.1-2万/月
沈阳探路者科技有限公司,软件开发工程师,沈阳-铁西区,02-25,4-7千/月
广东薪传网络科技有限公司,架构师（超长带薪年假+五险一金双休）,广州-越秀区,02-25,1.6-2.2万/月
苏州龙信信息科技有限公司,高级前端开发工程师,成都-高新区,02-25,1.5-2.5万/月
大连运筹科技有限公司,性能测试工程师（高级）,大连,02-25,4-9千/月
武汉佰钧成技术有限责任公司,网络测试工程师,南京-雨花台区,02-25,0.8-1.5万/月
乐天创研（北京）科技有限公司,Middle QA Engineer - Point,大连-高新园区,02-24,0.8-1.3万/月
美味不用等,前端工程师,上海-浦东新区,02-24,1.5-2.5万/月
宏优信息技术（上海）有限公司,高级前端开发工程师,上海,02-24,1.3-1.5万/月
奇瑞汽车股份有限公司,云端测试工程师(J12539),南京,02-24,无
北京极联互动科技有限公司,DevOps工程师,北京,02-23,1.5-2万/月
中国法国工商会,研发测试工程师,北京-大兴区,02-22,20-28万/年
大连东软思维科技发展有限公司,Java开发工程师（外包）,上海-浦东新区,02-22,2-2.5万/月
深圳市华一世纪企业管理顾问有限公司,全栈工程师,深圳,02-22,1.5-3万/月
深圳海云安网络安全技术有限公司,网络安全工程师（渗透方向）,深圳-福田区,02-21,10-18万/年
上海医疗质量研究中心,前端主管,上海,02-21,1.5-1.8万/月
杭州炎魂网络科技有限公司,测试开发工程师,杭州-滨江区,02-20,0.5-2.5万/月
瀚博半导体（上海）有限公司,Physical Design Intern,上海-浦东新区,02-20,4.5-6千/月
高知特信息技术（上海）有限公司 Cognizant Technology Solutions,Linux Admin 系统管理员,上海-杨浦区,02-20,30-40万/年
广西掌胜科技有限公司南宁分公司,Java后端开发工程师,南宁,02-19,0.8-1万/月
北京吉因加科技有限公司,前端开发工程师 (MJ000040),深圳-坪山区,02-19,1.2-1.5万/月
上海揆安网络科技有限公司,IoT安全工程师,上海-徐汇区,02-19,1.5-2.5万/月
中国科学院重庆绿色智能技术研究院,测试开发工程师,重庆-北碚区,02-18,0.8-1万/月
老百姓大药房连锁股份有限公司,运维工程师,深圳-龙华新区,02-18,1.5-2万/月
黑龙江飞鹤乳业有限公司,技术运维经理,北京-朝阳区,02-18,2-2.5万/月
山东省社会组织云中心,人力资本研究院聘- Java 开发工程师,济南-高新区,02-18,0.6-1.2万/月
广州大隐信息科技有限公司,SDK开发工程师,广州-天河区,02-17,0.8-1.5万/月
联仁健康医疗大数据科技股份有限公司,[ID2761]测试工程师,北京-朝阳区,02-17,20-30万/年
萨孚凯信息系统（无锡）有限公司,Linux系统工程师,无锡,02-17,1.2-1.6万/月
深圳市拓阔科技有限公司,测试工程师,深圳-龙岗区,02-17,1-2万/月
迅驰时代（武汉）房产营销有限公司,小程序后端工程师,武汉-武昌区,02-13,0.8-1万/月
亿磐,Senior Software Test Automation Engineer ID44622,苏州,02-13,无
北京直真科技股份有限公司,前端开发工程师（苏州）,苏州,02-13,1.1-1.7万/月
上海维音信息技术股份有限公司,性能测试工程师,上海,02-12,1-1.5万/月
MobData大数据云平台,运维总监,上海-徐汇区,02-12,3-4万/月
成都信必优信息技术有限公司,Technical Leader-外派高端汽车公司-英语,上海-浦东新区,02-12,2-3.5万/月
美联英语宁波分公司,高级课程销售顾问--宁波分公司,宁波-江北区,02-12,1.5-3万/月
青岛速科网络通信技术有限公司,网络安全工程师,异地招聘,02-11,6-8千/月
安克创新科技股份有限公司深圳分公司,数据分析工程师,深圳-南山区,02-10,1.5-2.5万/月
珠海唯美网络科技有限公司,前端技术负责人,珠海,02-10,2-3.5万/月
四川高金实业集团有限公司,后台开发工程师(J10042),遂宁,02-08,6-8千/月
东营汇烃石油技术有限公司,Web前端开发工程师,北京-海淀区,02-08,1-1.5万/月
云从科技,Java开发工程师（上海-中台-系统架构）,上海-浦东新区,02-04,1.5-3万/月
耀安科技有限公司,unity3D开发主管,合肥-高新区,02-03,1.5-2万/月
成都旭美科技有限公司,高级运维工程师,成都-高新区,02-01,0.8-1.6万/月
上海稚趣堂文化传播有限公司长春分公司,Ruby开发(实习)工程师,长春-绿园区,03-31,2-4千/月
武汉市楚天鸿大科技有限公司,软件测试工程师,杭州-西湖区,03-31,1.5-2千/月
欧特克软件（中国）有限公司,Software Architect,上海-浦东新区,03-30,5-6.5万/月
南京圣唯思科技有限公司,Java高级开发工程师,南京-江宁区,03-29,1.5-2千/月
上海成号信息科技有限公司,安全服务工程师,上海-虹口区,03-25,2万以下/年
海南科澜科技有限公司,渗透测试工程师,海口,03-16,2-5千/月
广东优德科技有限公司,PHP高级工程师,广州-海珠区,03-11,4-8千/月
深圳市人力资本（集团）有限公司,云业务项目经理（深圳电信）,深圳-福田区,03-31,1.3-2万/月
大连博科人才有限公司,(全球知名企业在华研发中心)车联网云开发-JP2955,异地招聘,03-31,0.8-1.1万/月
招商信诺人寿保险有限公司,前端高级开发工程师,深圳-南山区,03-31,1-1.6万/月
国泰财产保险有限责任公司,前端工程师,上海-浦东新区,03-30,1.5-2.5万/月
蓝熙健康管理集团有限公司,测试工程师,杭州-西湖区,03-09,0.8-1.2万/月
浙江省对外服务公司,中国移动正式员工-运维工程师,异地招聘,03-09,1.5-2.5万/月
广州市多测师信息技术有限公司,自动化测试 （证券）,广州-天河区,03-02,0.8-1万/月
软通动力信息技术（集团）有限公司,阿里云项目-高级数据库运维开发工程师,杭州,02-24,1.5-2.2万/月
中宏人寿保险有限公司,高级应用运维工程师,上海-虹口区,02-19,1-1.5万/月
广州诺特软件开发有限公司,Ruby on Rails 开发工程师,广州-越秀区,03-31,0.6-1万/月
杭州优灿科技有限公司,(D)ruby开发工程师,大连,03-31,1-2.5万/月
网易集团,资深/高级Ruby游戏服务端开发,上海,03-31,2.5-3万/月
网易集团,资深/高级Ruby游戏服务端开发工程师,上海,03-31,2-3.5万/月
上海紫越网络科技股份有限公司,资深RUBY开发工程师,上海-静安区,03-27,1.5-3万/月
深圳市伊欧乐科技有限公司,Ruby开发工程师（初级）,深圳-宝安区,03-18,0.7-1万/月
开源中国,初级Ruby开发工程师,深圳-南山区,02-14,6-9千/月
开源中国,中级Ruby开发工程师,深圳-南山区,02-14,1-1.6万/月
广州市红宝服饰有限公司,外贸业务员（大小周休+社保+餐补）,广州-白云区,03-31,0.5-1.2万/月
广州市红宝服饰有限公司,美工（购买社保+大小周休+餐补）,广州-白云区,03-31,5-7千/月
广州市红宝服饰有限公司,内衣跟单,广州-白云区,03-31,5-7千/月
广州市红宝服饰有限公司,美工,广州-白云区,03-31,5-7千/月
广州市红宝服饰有限公司,阿里巴巴国际站运营专员,广州-白云区,03-31,0.5-1.2万/月
广州市红宝服饰有限公司,电商运营 大小周 实习生/应届生,广州-白云区,03-31,3-8千/月
广州市红宝服饰有限公司,外贸业务员大小周 实习生/应届生,广州-白云区,03-31,4.5-6千/月
广州市红宝服饰有限公司,内衣采购,广州-白云区,03-31,4.5-6千/月
广州市红宝服饰有限公司,外贸业务员,广州-白云区,03-31,4-8千/月
广州市红宝服饰有限公司,外贸运营,广州-白云区,03-31,3.5-8千/月
广州市红宝服饰有限公司,电商运营专员,广州-白云区,03-31,3-8千/月
广州市红宝服饰有限公司,电商运营专员,广州-白云区,03-31,0.4-1.5万/月
广州市红宝服饰有限公司,阿里巴巴国际站运营,广州-白云区,03-31,0.5-1万/月
广州市红宝服饰有限公司,美工,广州-白云区,03-31,4-7千/月
广州市红宝服饰有限公司,外贸业务员,广州-白云区,03-31,6-8千/月
广州市红宝服饰有限公司,英文跟单,广州-白云区,03-31,0.4-1万/月
广州市红宝服饰有限公司,面料辅料采购,广州-白云区,03-31,6-8千/月
道更信息技术（上海）有限公司,后端开发工程师,苏州-高新区,03-31,0.8-1万/月
广州市安鸿网络科技有限公司,渗透测试工程师,广州-越秀区,03-31,1-1.5万/月
北京三六九数动科技有限公司,高级Java开发,北京,03-31,2.5-3万/月
北京三六九数动科技有限公司,测试经理,北京-朝阳区,03-31,1.3-1.5万/月
北京三六九数动科技有限公司,测试经理,北京-朝阳区,03-31,1.5-2.5万/月
北京三六九数动科技有限公司,高级前端工程师,北京-朝阳区,03-31,1.5-2万/月
北京三六九数动科技有限公司,软件测试工程师,北京-朝阳区,03-31,2-2.5万/月
微软（中国）有限公司,Support Engineer_HPC（高性能运算）,异地招聘,03-31,3-4万/月
微软（中国）有限公司,Support Engineer_HPC（高性能运算）,异地招聘,03-31,3-4万/月
微软（中国）有限公司,Support Engineer_HPC（高性能运算）,异地招聘,03-31,3-4万/月
微软（中国）有限公司,Support Engineer_HPC（高性能运算）,异地招聘,03-31,3-4万/月
微软（中国）有限公司,Support Engineer_HPC（高性能运算）,异地招聘,03-31,3-4万/月
微软（中国）有限公司,Support Engineer_HPC（高性能运算）,异地招聘,03-31,3-4万/月
微软（中国）有限公司,Support Engineer_HPC（高性能运算）,异地招聘,03-31,3-4万/月
微软（中国）有限公司,Support Engineer_HPC（高性能运算）,异地招聘,03-31,3-4万/月
微软（中国）有限公司,Support Engineer_HPC（高性能运算）,异地招聘,03-31,3-4万/月
微软（中国）有限公司,Support Engineer_HPC（高性能运算）,异地招聘,03-31,3-4万/月
微软（中国）有限公司,Support Engineer_HPC（高性能运算）,异地招聘,03-31,3-4万/月
微软（中国）有限公司,Support Engineer_HPC（高性能运算）,异地招聘,03-31,3-4万/月
微软（中国）有限公司,Support Engineer_HPC（高性能运算）,异地招聘,03-31,3-4万/月
微软（中国）有限公司,Support Engineer_HPC（高性能运算）,上海-闵行区,03-31,3-4万/月
南京联成科技发展股份有限公司,渗透测试工程师,南京,03-31,1-1.8万/月
上海巨视安全防范技术有限公司,软硬件测试工程师（视频面试）,上海-浦东新区,03-31,0.8-1.2万/月
上海巨视安全防范技术有限公司,软硬件测试工程师,上海-浦东新区,03-31,0.8-1.2万/月
博克软件（杭州）有限公司,助理软件测试工程师（英语专业）,杭州-滨江区,03-31,8-10万/年
博克软件（杭州）有限公司,技术支持,杭州-滨江区,03-31,6-8千/月
博克软件（杭州）有限公司,高级软件测试工程师,杭州-滨江区,03-31,10-20万/年
博克软件（杭州）有限公司,助理软件测试工程师,杭州-滨江区,03-31,8-10万/年
浙江孚宝智能科技有限公司,Web前端开发工程师,上海-浦东新区,03-31,1.2-1.7万/月
浙江孚宝智能科技有限公司,Web前端开发工程师,杭州-上城区,03-31,1.2-1.8万/月
青岛民航凯亚系统集成有限公司,数据库运维工程师,青岛-城阳区,03-31,9-15万/年
青岛民航凯亚系统集成有限公司,高级虚拟化运维工程师,青岛-城阳区,03-31,12-18万/年
天津卓朗科技发展有限公司,高级前端开发工程师,天津,03-31,1.2-2万/月
苏州犀牛网络科技有限公司,软件测试工程师（工作地：舟山市普陀区）,异地招聘,03-31,0.6-1万/月
苏州犀牛网络科技有限公司,中级软件测试工程师,苏州,03-31,0.6-1万/月
中建八局第三建设有限公司,前端工程师,南京,03-31,1.5-2万/月
杭州悠可化妆品有限公司,PHP开发工程师,杭州,03-31,1-2万/月
杭州悠可化妆品有限公司,软件测试工程师,杭州,03-31,1.5-2万/月
上海德拓信息技术股份有限公司,Hadoop开发工程师,南京-雨花台区,03-31,0.8-2万/月
上海德拓信息技术股份有限公司,Hadoop研发工程师,南京-雨花台区,03-31,0.8-2万/月
北京弈友围棋文化传播有限责任公司,系统工程师,北京-丰台区,03-31,1.2-2万/月
广州软云计算机科技有限公司,网络运维工程师,广州-天河区,03-31,3-6千/月
信必优(深圳)信息技术有限公司,Go开发工程师,深圳-南山区,03-31,1.3-1.8万/月
信必优(深圳)信息技术有限公司,Go,深圳-南山区,03-31,1.3-1.7万/月
戴尔（中国）有限公司,Software Engineer Intern,成都,03-31,无
文思海辉技术有限公司Pactera Technology International Limited,运维开发工程师(DevOps Developer),深圳,03-31,2.5-3万/月
中邮消费金融有限公司,软件开发岗-测试环境管理,广州-天河区,03-31,1.5-3万/月
中邮消费金融有限公司,系统安全岗（安全工程师）,广州-天河区,03-31,1.3-1.9万/月
深圳合生网络科技有限公司,安全测试,深圳-罗湖区,03-31,1-2万/月
成都海光集成电路设计有限公司,Linux系统软件工程师,成都-高新区,03-31,1.5-2万/月
成都海光集成电路设计有限公司,虚拟化开发工程师,成都-高新区,03-31,1.5-2万/月
成都海光集成电路设计有限公司,虚拟化开发工程师,北京-海淀区,03-31,1.5-2万/月
成都海光集成电路设计有限公司,Windows系统软件工程师,北京-海淀区,03-31,2-2.5万/月
成都海光集成电路设计有限公司,Windows系统软件工程师,成都-高新区,03-31,1.5-2万/月
成都海光集成电路设计有限公司,验证工具开发工程师,成都-高新区,03-31,1.5-2万/月
成都海光集成电路设计有限公司,验证工具开发工程师,北京-海淀区,03-31,1.5-2万/月
成都海光集成电路设计有限公司,SoC/IP芯片验证工程师,北京-海淀区,03-31,1.5-2万/月
成都海光集成电路设计有限公司,SoC/IP芯片验证工程师,上海-浦东新区,03-31,1.5-2万/月
成都海光集成电路设计有限公司,SoC/IP芯片验证工程师,成都-高新区,03-31,1.5-2万/月
成都海光集成电路设计有限公司,SoC Design Methodology (Senior) Staff Engineer,北京-海淀区,03-31,2.5-3万/月
成都海光集成电路设计有限公司,CPU验证工程师,北京-海淀区,03-31,1.5-2万/月
成都海光集成电路设计有限公司,CPU验证工程师,上海-浦东新区,03-31,1.5-2万/月
成都海光集成电路设计有限公司,CPU验证工程师,苏州-工业园区,03-31,1.5-2万/月
